Record,Date,LOC Time,Articulo,Estado Camara,Estado Estampado,Comunicacion Chronos,Resultado,Estado Controles
       460, 8/21/2024,17:47:57,          0,1,1,0,1,1
       461, 8/21/2024,17:50:56,          0,1,0,1,1,1
       462, 8/21/2024,17:51:08,          0,1,1,0,1,1
       463, 8/21/2024,17:54:50,          0,1,0,1,1,1
       464, 8/21/2024,17:55:52,          0,1,0,0,1,1
       465, 8/21/2024,18:39:53,          0,1,0,1,1,1
       466, 8/21/2024,18:40:08,          0,1,1,0,1,1
       467, 8/21/2024,18:47:21,          0,1,0,0,0,1
       468, 8/21/2024,18:47:40,          0,1,1,0,0,1
       469, 8/21/2024,18:50:46,          0,1,0,1,1,1
       470, 8/21/2024,18:53:36,          0,1,0,0,1,1
       471, 8/21/2024,18:56:22,          0,1,0,1,1,1
       472, 8/21/2024,18:56:34,          0,1,1,0,1,1
       473, 8/21/2024,18:59:46,          0,1,0,1,1,1
       474, 8/21/2024,19:00:07,          0,1,0,0,1,1
       475, 8/21/2024,19:02:40,          0,1,0,1,1,1
       476, 8/21/2024,19:02:56,          0,1,0,0,1,1
       477, 8/21/2024,19:05:59,          0,1,0,1,1,1
       478, 8/21/2024,19:06:20,          0,1,1,0,1,1
       479, 8/21/2024,19:09:01,          0,1,0,1,1,1
       480, 8/21/2024,19:09:29,          0,1,1,0,1,1
       481, 8/21/2024,19:12:37,          0,1,0,1,1,1
       482, 8/21/2024,19:12:54,          0,1,1,0,1,1
       483, 8/21/2024,19:18:41,          0,1,0,0,0,1
       484, 8/21/2024,19:19:06,          0,1,1,0,0,1
       485, 8/21/2024,19:21:22,          0,1,0,1,1,1
       486, 8/21/2024,19:21:42,          0,1,1,0,1,1
       487, 8/21/2024,19:23:45,          0,1,0,0,0,1
       488, 8/21/2024,19:24:41,          0,1,0,0,0,1
       489, 8/21/2024,19:26:21,          0,1,0,1,1,1
       490, 8/21/2024,19:26:41,          0,1,1,0,1,1
       491, 8/21/2024,20:38:18,          0,1,0,1,1,1
       492, 8/21/2024,20:39:12,          0,1,0,0,1,1
       493, 8/21/2024,20:41:46,          0,1,0,1,1,1
       494, 8/21/2024,20:42:03,          0,1,1,0,1,1
       495, 8/21/2024,20:48:21,          0,1,0,1,1,1
       496, 8/21/2024,20:48:39,          0,1,1,0,1,1
       497, 8/21/2024,20:53:53,          0,1,0,0,0,1
       498, 8/21/2024,20:54:27,          0,1,1,0,0,1
       499, 8/21/2024,20:57:10,          0,1,0,1,1,1
       500, 8/21/2024,20:57:18,          0,1,1,0,1,1
       501, 8/21/2024,21:07:18,          0,1,0,0,0,1
       502, 8/21/2024,21:07:28,          0,1,1,0,0,1
       503, 8/21/2024,21:10:20,          0,1,0,1,1,1
       504, 8/21/2024,21:10:44,          0,1,1,0,1,1
       505, 8/21/2024,21:13:30,          0,1,0,1,1,1
       506, 8/21/2024,21:13:45,          0,1,1,0,1,1
       507, 8/21/2024,21:19:24,          0,1,0,0,0,1
       508, 8/21/2024,21:19:42,          0,1,1,0,0,1
       509, 8/21/2024,21:21:56,          0,1,0,1,1,1
       510, 8/21/2024,21:22:16,          0,1,1,0,1,1
       511, 8/21/2024,21:24:58,          0,1,0,1,1,1
       512, 8/21/2024,21:25:49,          0,1,0,0,1,1
       513, 8/21/2024,21:27:46,          0,1,0,1,1,1
       514, 8/21/2024,21:28:12,          0,1,1,0,1,1
       515, 8/21/2024,21:30:43,          0,1,0,1,1,1
       516, 8/21/2024,21:31:33,          0,1,0,0,1,1
       517, 8/21/2024,21:33:59,          0,1,0,0,0,1
       518, 8/21/2024,21:34:14,          0,1,1,0,0,1
       519, 8/21/2024,21:44:40,          0,1,0,1,1,1
       520, 8/21/2024,21:44:48,          0,1,1,0,1,1
       521, 8/21/2024,21:47:25,          0,1,0,1,1,1
       522, 8/21/2024,21:47:43,          0,1,1,0,1,1
       523, 8/21/2024,21:50:05,          0,1,0,1,1,1
       524, 8/21/2024,21:50:21,          0,1,1,0,1,1
       525, 8/21/2024,21:52:52,          0,1,0,0,0,1
       526, 8/21/2024,21:53:07,          0,1,1,0,0,1
       527, 8/21/2024,21:55:34,          0,1,0,1,1,1
       528, 8/21/2024,21:55:51,          0,1,1,0,1,1
       529, 8/21/2024,21:58:21,          0,1,0,0,0,1
       530, 8/21/2024,21:58:40,          0,1,1,0,0,1
       531, 8/21/2024,22:01:00,          0,1,0,1,1,1
       532, 8/21/2024,22:01:26,          0,1,1,0,1,1
       533, 8/21/2024,22:03:46,          0,1,0,0,0,1
       534, 8/21/2024,22:04:04,          0,1,1,0,0,1
       535, 8/21/2024,22:06:56,          0,1,0,1,1,1
       536, 8/21/2024,22:07:10,          0,1,0,0,1,1
       537, 8/21/2024,23:15:51,          0,1,0,1,1,1
       538, 8/21/2024,23:16:02,          0,1,1,0,1,1
       539, 8/21/2024,23:17:51,          0,1,0,1,1,1
       540, 8/21/2024,23:18:08,          0,1,1,0,1,1
       541, 8/21/2024,23:27:29,          0,1,0,0,0,1
       542, 8/21/2024,23:27:40,          0,1,1,0,0,1
       543, 8/21/2024,23:31:28,          0,1,0,1,1,1
       544, 8/21/2024,23:32:51,          0,1,1,0,1,1
       545, 8/21/2024,23:35:05,          0,1,0,1,1,1
       546, 8/21/2024,23:35:17,          0,1,1,0,1,1
       547, 8/21/2024,23:37:30,          0,1,0,1,1,1
       548, 8/21/2024,23:37:54,          0,1,1,0,1,1
       549, 8/21/2024,23:39:38,          0,1,0,0,0,1
       550, 8/21/2024,23:40:06,          0,1,0,0,0,1
       551, 8/21/2024,23:41:56,          0,1,0,1,1,1
       552, 8/21/2024,23:42:08,          0,1,1,0,1,1
       553, 8/21/2024,23:46:11,          0,1,0,0,0,1
       554, 8/21/2024,23:46:19,          0,1,1,0,0,1
       555, 8/21/2024,23:51:10,          0,1,0,1,1,1
       556, 8/21/2024,23:51:21,          0,1,1,0,1,1
       557, 8/21/2024,23:55:08,          0,1,0,1,1,1
       558, 8/21/2024,23:55:21,          0,1,1,0,1,1
       559, 8/21/2024,23:57:48,          0,1,0,0,0,1
       560, 8/21/2024,23:57:59,          0,1,1,0,0,1
       561, 8/22/2024, 0:02:39,          0,1,0,1,1,1
       562, 8/22/2024, 0:02:50,          0,1,1,0,1,1
       563, 8/22/2024, 0:06:24,          0,1,0,1,1,1
       564, 8/22/2024, 0:06:36,          0,1,0,0,1,1
       565, 8/22/2024, 0:13:50,          0,1,0,1,1,1
       566, 8/22/2024, 0:13:58,          0,1,0,0,1,1
       567, 8/22/2024, 0:17:19,          0,1,0,1,1,1
       568, 8/22/2024, 0:17:33,          0,1,1,0,1,1
       569, 8/22/2024, 0:19:28,          0,1,0,1,1,1
       570, 8/22/2024, 0:19:44,          0,1,1,0,1,1
       571, 8/22/2024, 0:21:49,          0,1,0,1,1,1
       572, 8/22/2024, 0:21:59,          0,1,1,0,1,1
       573, 8/22/2024, 0:25:10,          0,1,0,1,1,1
       574, 8/22/2024, 0:25:25,          0,1,1,0,1,1
       575, 8/22/2024, 0:27:11,          0,1,0,1,1,1
       576, 8/22/2024, 0:27:33,          0,1,1,0,1,1
       577, 8/22/2024, 0:29:39,          0,1,0,1,1,1
       578, 8/22/2024, 0:29:53,          0,1,1,0,1,1
       579, 8/22/2024, 0:42:31,          0,1,0,1,1,1
       580, 8/22/2024, 0:42:46,          0,1,1,0,1,1
       581, 8/22/2024, 0:52:41,          0,1,0,0,0,1
       582, 8/22/2024, 0:52:51,          0,1,1,0,0,1
       583, 8/22/2024, 0:57:37,          0,1,0,1,1,1
       584, 8/22/2024, 0:57:50,          0,1,1,0,1,1
       585, 8/22/2024, 1:01:47,          0,1,0,1,1,1
       586, 8/22/2024, 1:02:01,          0,1,1,0,1,1
       587, 8/22/2024, 1:08:03,          0,1,0,0,0,1
       588, 8/22/2024, 1:08:18,          0,1,1,0,0,1
       589, 8/22/2024, 1:10:29,          0,1,0,1,1,1
       590, 8/22/2024, 1:10:43,          0,1,1,0,1,1
       591, 8/22/2024, 1:20:12,          0,1,0,1,1,1
       592, 8/22/2024, 1:20:30,          0,1,0,1,1,1
       593, 8/22/2024, 1:21:20,          0,1,0,1,1,1
       594, 8/22/2024, 1:21:53,          0,1,0,1,1,1
       595, 8/22/2024, 1:26:15,          0,1,0,1,1,1
       596, 8/22/2024, 1:26:52,          0,1,0,0,1,1
       597, 8/22/2024, 1:38:53,          0,1,0,1,1,1
       598, 8/22/2024, 1:39:09,          0,1,1,0,1,1
       599, 8/22/2024, 1:42:24,          0,1,0,1,1,1
       600, 8/22/2024, 1:42:47,          0,1,1,0,1,1
       601, 8/22/2024, 1:51:19,          0,1,0,1,1,1
       602, 8/22/2024, 1:51:29,          0,1,1,0,1,1
       603, 8/22/2024, 1:54:46,          0,1,0,1,1,1
       604, 8/22/2024, 1:55:01,          0,1,0,0,1,1
       605, 8/22/2024, 1:58:10,          0,1,0,1,1,1
       606, 8/22/2024, 1:58:23,          0,1,0,0,1,1
       607, 8/22/2024, 2:01:13,          0,1,0,1,1,1
       608, 8/22/2024, 2:01:31,          0,1,0,1,1,1
       609, 8/22/2024, 2:07:15,          0,1,0,0,0,1
       610, 8/22/2024, 2:07:22,          0,1,1,0,0,1
       611, 8/22/2024, 2:17:52,          0,1,0,0,0,1
       612, 8/22/2024, 2:18:01,          0,1,1,0,0,1
       613, 8/22/2024, 2:20:01,          0,1,0,1,1,1
       614, 8/22/2024, 2:20:14,          0,1,1,0,1,1
       615, 8/22/2024, 2:29:45,          0,1,0,0,0,1
       616, 8/22/2024, 2:29:56,          0,1,1,0,0,1
       617, 8/22/2024, 2:31:35,          0,1,0,0,0,1
       618, 8/22/2024, 2:31:49,          0,1,1,0,0,1
       619, 8/22/2024, 2:33:37,          0,1,0,0,0,1
       620, 8/22/2024, 2:33:50,          0,1,1,0,0,1
       621, 8/22/2024, 2:36:15,          0,1,0,0,0,1
       622, 8/22/2024, 2:36:28,          0,1,1,0,0,1
       623, 8/22/2024, 2:38:23,          0,1,0,1,1,1
       624, 8/22/2024, 2:38:40,          0,1,1,0,1,1
       625, 8/22/2024, 2:41:24,          0,1,0,1,1,1
       626, 8/22/2024, 2:41:40,          0,1,1,0,1,1
       627, 8/22/2024, 2:43:33,          0,1,0,0,0,1
       628, 8/22/2024, 2:43:47,          0,1,1,0,0,1
       629, 8/22/2024, 4:16:56,          0,1,0,1,1,1
       630, 8/22/2024, 4:17:34,          0,1,1,0,1,1
       631, 8/22/2024, 4:21:07,          0,1,0,0,0,1
       632, 8/22/2024, 4:21:20,          0,1,0,0,0,1
       633, 8/22/2024, 4:28:02,          0,1,0,1,1,1
       634, 8/22/2024, 4:28:16,          0,1,1,0,1,1
       635, 8/22/2024, 4:31:04,          0,1,0,1,1,1
       636, 8/22/2024, 4:31:25,          0,1,1,0,1,1
       637, 8/22/2024, 4:33:57,          0,1,0,1,1,1
       638, 8/22/2024, 4:34:11,          0,1,1,0,1,1
       639, 8/22/2024, 4:36:14,          0,1,0,1,1,1
       640, 8/22/2024, 4:36:24,          0,1,1,0,1,1
       641, 8/22/2024, 4:38:25,          0,1,0,1,1,1
       642, 8/22/2024, 4:38:36,          0,1,0,0,1,1
       643, 8/22/2024, 4:41:06,          0,1,0,0,0,1
       644, 8/22/2024, 4:41:21,          0,1,1,0,0,1
       645, 8/22/2024, 4:46:13,          0,1,0,1,1,1
       646, 8/22/2024, 4:47:13,          0,1,1,0,1,1
       647, 8/22/2024, 5:02:55,          0,1,0,1,1,1
       648, 8/22/2024, 5:03:05,          0,1,1,0,1,1
       649, 8/22/2024, 5:05:04,          0,1,0,1,1,1
       650, 8/22/2024, 5:05:15,          0,1,1,0,1,1
       651, 8/22/2024, 5:08:26,          0,1,0,1,1,1
       652, 8/22/2024, 5:08:56,          0,1,1,0,1,1
       653, 8/22/2024, 5:11:03,          0,1,0,1,1,1
       654, 8/22/2024, 5:11:18,          0,1,1,0,1,1
       655, 8/22/2024, 5:13:56,          0,1,0,1,1,1
       656, 8/22/2024, 5:14:13,          0,1,1,0,1,1
       657, 8/22/2024, 5:24:09,          0,1,0,0,0,1
       658, 8/22/2024, 5:24:21,          0,1,0,0,0,1
       659, 8/22/2024, 5:26:36,          0,1,0,0,0,1
       660, 8/22/2024, 5:26:46,          0,1,1,0,0,1
       661, 8/22/2024, 5:29:47,          0,1,0,1,1,1
       662, 8/22/2024, 5:33:24,          0,1,1,0,1,1
       663, 8/22/2024, 5:37:30,          0,1,0,0,0,1
       664, 8/22/2024, 5:37:45,          0,1,1,0,0,1
       665, 8/22/2024, 7:43:32,          0,1,0,1,1,1
       666, 8/22/2024, 7:43:52,          0,1,0,0,1,1
       667, 8/22/2024, 7:46:10,          0,1,1,0,0,1
       668, 8/22/2024, 7:46:24,          0,1,0,0,0,1
       669, 8/22/2024, 7:48:41,          0,1,0,1,1,1
       670, 8/22/2024, 7:48:52,          0,1,1,0,1,1
       671, 8/22/2024, 7:51:24,          0,1,0,1,1,1
       672, 8/22/2024, 7:51:35,          0,1,1,0,1,1
       673, 8/22/2024, 7:56:58,          0,1,0,1,1,1
       674, 8/22/2024, 7:57:13,          0,1,1,0,1,1
       675, 8/22/2024, 7:59:34,          0,1,0,1,1,1
       676, 8/22/2024, 8:00:07,          0,1,1,0,1,1
       677, 8/22/2024, 8:02:15,          0,1,0,1,1,1
       678, 8/22/2024, 8:02:27,          0,1,1,0,1,1
       679, 8/22/2024, 8:04:19,          0,1,0,0,0,1
       680, 8/22/2024, 8:04:34,          0,1,1,0,0,1
       681, 8/22/2024, 8:06:55,          0,1,0,1,1,1
       682, 8/22/2024, 8:07:08,          0,1,0,1,1,1
       683, 8/22/2024, 8:11:20,          0,1,0,1,1,1
       684, 8/22/2024, 8:11:35,          0,1,1,0,1,1
       685, 8/22/2024, 8:14:04,          0,1,0,1,1,1
       686, 8/22/2024, 8:14:15,          0,1,1,0,1,1
       687, 8/22/2024, 8:16:20,          0,1,0,0,0,1
       688, 8/22/2024, 8:16:27,          0,1,1,0,0,1
       689, 8/22/2024, 8:18:51,          0,1,0,1,1,1
       690, 8/22/2024, 8:19:05,          0,1,1,0,1,1
       691, 8/22/2024, 8:21:38,          0,1,0,1,1,1
       692, 8/22/2024, 8:21:44,          0,1,1,0,1,1
